ID,NOM,Coord X,Coord Y,Coord X Y,LAT,LONG
2,Circular txapa pintada gris 60 L.,415850,4573893,"(415850, 4573893)",41.31211386912397,1.9946730333573321
3,Semicircular  txapa pintada gris 40 L.,415723,4573922,"(415723, 4573922)",41.31236179294297,1.993151989454845
4,Semicircular  txapa pintada gris 40 L.,415559,4573998,"(415559, 4573998)",41.313029121978744,1.991182436995352
5,Semicircular  txapa pintada gris 40 L.,415507,4574041,"(415507, 4574041)",41.31341094887927,1.9905553099655553
6,Semicircular  txapa pintada gris 40 L.,415438,4574089,"(415438, 4574089)",41.31383602167475,1.989724409009956
7,Circular acer inox. 60 L.,415187,4573990,"(415187, 4573990)",41.31291803760933,1.9867399294399377
8,Circular acer inox. 60 L.,415201,4573980,"(415201, 4573980)",41.31282944634967,1.986908556742472
9,Circular acer inox. 60 L.,415332,4574039,"(415332, 4574039)",41.31337458341786,1.9884651613501725
10,Semicircular acer inox. 40 L.,415354,4573971,"(415354, 4573971)",41.31276446146049,1.988737423362859
11,Circular txapa pintada gris 60 L.,415426,4574025,"(415426, 4574025)",41.31325835738049,1.9895899659581868
12,Circular txapa pintada gris 60 L.,415435,4574018,"(415435, 4574018)",41.31319625670003,1.989698446886615
13,Circular txapa pintada gris 60 L.,415431,4574014,"(415431, 4574014)",41.31315981190078,1.989651222142761
14,Circular txapa pintada gris 60 L.,415407,4574050,"(415407, 4574050)",41.31348152331154,1.9893595279163703
15,Circular txapa pintada gris 60 L.,415449,4573994,"(415449, 4573994)",41.3129815722411,1.9898690176139013
16,Circular txapa pintada gris 60 L.,415481,4573970,"(415481, 4573970)",41.312768774009825,1.9902546005300865
17,Circular txapa pintada gris 60 L.,415486,4573974,"(415486, 4573974)",41.31280532335356,1.99031377052885
18,Circular txapa pintada gris 60 L.,415551,4573939,"(415551, 4573939)",41.31249690976292,1.991095068708633
19,Circular txapa pintada gris 60 L.,415613,4573872,"(415613, 4573872)",41.31189997361938,1.9918449649071575
20,Circular txapa pintada gris 60 L.,415710,4573786,"(415710, 4573786)",41.311135570037855,1.9930155533008724
21,Circular txapa pintada gris 60 L.,415790,4573732,"(415790, 4573732)",41.31065758300851,1.9939786225559593
22,Circular txapa pintada gris 60 L.,415823,4573748,"(415823, 4573748)",41.31080512943408,1.994370586815344
23,Circular txapa pintada gris 60 L.,415812,4573749,"(415812, 4573749)",41.31081298772347,1.9942390551302918
24,Circular acer inox. 60 L.,415849,4573820,"(415849, 4573820)",41.31145630048264,1.9946711898492935
25,Circular txapa pintada gris 60 L.,415837,4573843,"(415837, 4573843)",41.311662194679535,1.9945246672106183
26,Circular txapa pintada gris 60 L.,415947,4573797,"(415947, 4573797)",41.31125937283107,1.9958449752933995
27,Circular txapa pintada gris 60 L.,416001,4573794,"(416001, 4573794)",41.31123797933244,1.996490415970225
28,Circular acer inox. 60 L.,416055,4573791,"(416055, 4573791)",41.311216582209234,1.9971358562969137
29,Circular txapa pintada gris 60 L.,416114,4573788,"(416114, 4573788)",41.31119570149687,1.9978410209003261
30,Circular acer inox. 60 L.,416171,4573772,"(416171, 4573772)",41.31105752575811,1.998524087258178
31,Circular acer inox. 60 L.,416223,4573747,"(416223, 4573747)",41.31083776923839,1.9991486662144369
32,Circular acer inox. 60 L.,416269,4573730,"(416269, 4573730)",41.31068943744559,1.9997004706316759
33,Circular acer inox. 60 L.,416304,4573712,"(416304, 4573712)",41.310530955246065,2.0001210172539943
34,Circular acer inox. 60 L.,416275,4573700,"(416275, 4573700)",41.31041986899205,1.999776269734815
35,Semicircular  txapa pintada gris 40 L.,416127,4573772,"(416127, 4573772)",41.31105295151451,1.99799851159442
36,Circular txapa pintada gris 60 L.,416051,4573765,"(416051, 4573765)",41.31098200031925,1.997091665651447
37,Circular txapa pintada gris 60 L.,416023,4573777,"(416023, 4573777)",41.31108716196466,1.9967555518927689
38,Circular txapa pintada gris 60 L.,415893,4573765,"(415893, 4573765)",41.31096554000442,1.9952043747930917
39,Semicircular  txapa pintada gris 40 L.,415920,4573753,"(415920, 4573753)",41.31086027866546,1.995528545469989
40,Circular txapa pintada gris 60 L.,415469,4574065,"(415469, 4574065)",41.31362311921006,1.9900980521380272
41,Circular txapa pintada gris 60 L.,415437,4574092,"(415437, 4574092)",41.31386293585261,1.9897120464234268
42,Circular txapa pintada gris 60 L.,415334,4574100,"(415334, 4574100)",41.31392418013596,1.9884805584359975
43,Circular txapa pintada gris 60 L.,415822,4573900,"(415822, 4573900)",41.31217399178138,1.994337602126215
44,Circular txapa pintada gris 60 L.,415732,4573905,"(415732, 4573905)",41.312209625282776,1.9932618512995308
45,Circular txapa pintada gris 60 L.,415723,4573916,"(415723, 4573916)",41.31230775481113,1.9931528209872282
46,Circular txapa pintada gris 60 L.,415558,4573994,"(415558, 4573994)",41.31299299188439,1.991171047218644
47,Circular txapa pintada gris 60 L.,415549,4574013,"(415549, 4574013)",41.313163170154404,1.99106090143806
48,Circular txapa pintada gris 60 L.,415507,4574040,"(415507, 4574040)",41.31340194253285,1.9905554489169524
49,Circular txapa pintada gris 60 L.,415829,4573665,"(415829, 4573665)",41.31005822755569,1.9944537431621634
50,Circular txapa pintada gris 60 L.,415892,4573892,"(415892, 4573892)",41.31210924372311,1.9951748651473102
51,Circular txapa pintada gris 60 L.,415905,4573902,"(415905, 4573902)",41.312200662907266,1.9953287683434775
52,Circular txapa pintada gris 60 L.,415960,4573892,"(415960, 4573892)",41.31211633206924,1.995987130905796
53,Circular txapa pintada gris 60 L.,415980,4573874,"(415980, 4573874)",41.311956301229365,1.9962285196082428
54,Circular txapa pintada gris 60 L.,415981,4573887,"(415981, 4573887)",41.31207348813808,1.9962386685570581
55,Circular txapa pintada gris 60 L.,416045,4573874,"(416045, 4573874)",41.31196306984777,1.9970049485425907
56,Circular txapa pintada gris 60 L.,416025,4573881,"(416025, 4573881)",41.31202403231446,1.9967650806753208
57,Circular acer inox. 60 L.,416044,4573861,"(416044, 4573861)",41.31184588298906,1.9969947982331366
58,Circular acer inox. 60 L.,416107,4573849,"(416107, 4573849)",41.31174436197041,1.9977489913925093
59,Circular txapa pintada gris 60 L.,416091,4573867,"(416091, 4573867)",41.31190481220626,1.9975553873530774
60,Circular txapa pintada gris 60 L.,416113,4573864,"(416113, 4573864)",41.31188008157129,1.9978185923882397
61,Circular txapa pintada gris 60 L.,416168,4573856,"(416168, 4573856)",41.31181374915469,1.998476673083905
62,Circular txapa pintada gris 60 L.,416186,4573854,"(416186, 4573854)",41.31179760711818,1.9986919594739911
63,Circular acer inox. 60 L.,416180,4573840,"(416180, 4573840)",41.31167089439551,1.9986222189077727
64,Circular acer inox. 60 L.,416243,4573830,"(416243, 4573830)",41.31158737540521,1.9993761322744663
65,Circular txapa pintada gris 60 L.,416230,4573843,"(416230, 4573843)",41.31170310815999,1.9992190564913876
66,Circular acer inox. 60 L.,416309,4573816,"(416309, 4573816)",41.31146813724511,2.000166429260349
67,Circular txapa pintada gris 60 L.,416316,4573829,"(416316, 4573829)",41.31158594644734,2.0002482552431537
68,Circular txapa pintada gris 60 L.,416301,4573832,"(416301, 4573832)",41.311611409109844,2.0000686672668944
69,Circular acer inox. 60 L.,416365,4573810,"(416365, 4573810)",41.31141990777546,2.0008361736111695
70,Circular acer inox. 60 L.,416376,4573806,"(416376, 4573806)",41.311385022817156,2.0009681184007118
71,Circular txapa pintada gris 60 L.,416364,4573819,"(416364, 4573819)",41.31150086148173,2.0008229908755
72,Circular txapa pintada gris 60 L.,416432,4573811,"(416432, 4573811)",41.31143585884736,2.0016363498208802
73,Circular txapa pintada gris 60 L.,416439,4573796,"(416439, 4573796)",41.311301488384764,2.0017220257763344
74,Circular txapa pintada gris 60 L.,416459,4573811,"(416459, 4573811)",41.3114386558827,2.0019588643909167
75,Circular txapa pintada gris 60 L.,416381,4573714,"(416381, 4573714)",41.31055695431622,2.0010404930159735
76,Semicircular  txapa pintada gris 40 L.,416339,4573710,"(416339, 4573710)",41.310516573540994,2.000539360857824
77,Circular txapa pintada gris 60 L.,416501,4573803,"(416501, 4573803)",41.31137095397143,2.0024616522370837
78,Circular acer inox. 60 L.,416517,4573798,"(416517, 4573798)",41.31132757829537,2.002653458217173
79,Circular txapa pintada gris 60 L.,416597,4573684,"(416597, 4573684)",41.310309126657685,2.0036246898862142
80,Circular txapa pintada gris 60 L.,416581,4573687,"(416581, 4573687)",41.31033449122728,2.003433161845219
81,Circular txapa pintada gris 60 L.,416566,4573677,"(416566, 4573677)",41.310242875895376,2.0032553619057913
82,Circular txapa pintada gris 60 L.,416555,4573644,"(416555, 4573644)",41.30994452723027,2.0031284971961316
83,Circular txapa pintada gris 60 L.,416528,4573641,"(416528, 4573641)",41.309914714397145,2.002806401619937
84,Circular txapa pintada gris 60 L.,416518,4573627,"(416518, 4573627)",41.30978759007729,2.00268887622559
85,Circular txapa pintada gris 60 L.,416494,4573649,"(416494, 4573649)",41.30998324622919,2.0023991830855206
86,Circular txapa pintada gris 60 L.,416472,4573673,"(416472, 4573673)",41.31019712150816,2.002133103042356
87,Circular acer inox. 60 L.,416291,4573690,"(416291, 4573690)",41.31033146588678,1.9999687628109595
88,Circular txapa pintada gris 60 L.,415824,4573735,"(415824, 4573735)",41.31068815110108,1.99438433100744
89,Circular txapa pintada gris 60 L.,415659,4573613,"(415659, 4573613)",41.30957213903681,1.9924303552968592
90,Circular txapa pintada gris 60 L.,415620,4573582,"(415620, 4573582)",41.30928886311834,1.9919688164491338
91,Circular txapa pintada gris 60 L.,415629,4573575,"(415629, 4573575)",41.30922676005274,1.9920772885079734
92,Circular txapa pintada gris 60 L.,415609,4573604,"(415609, 4573604)",41.3094858521782,1.9918343737149908
93,Circular txapa pintada gris 60 L.,415599,4573606,"(415599, 4573606)",41.30950281859015,1.99171465025819
94,Semicircular  txapa pintada gris 40 L.,415610,4573563,"(415610, 4573563)",41.30911669618654,1.9918520071920696
95,Semicircular  txapa pintada gris 40 L.,415578,4573537,"(415578, 4573537)",41.30887918242131,1.9914733913502545
96,Semicircular  txapa pintada gris 40 L.,415591,4573527,"(415591, 4573527)",41.30879047933043,1.9916300574005608
97,Circular txapa pintada gris 60 L.,415545,4573517,"(415545, 4573517)",41.30869560086473,1.9910820006956667
98,Circular acer inox. 60 L.,415530,4573503,"(415530, 4573503)",41.30856794125378,1.9909047783578673
99,Circular txapa pintada gris 60 L.,415414,4573498,"(415414, 4573498)",41.30851075383389,1.989519921355115
100,Circular txapa pintada gris 60 L.,418062,4568872,"(418062, 4568872)",41.26712014947475,2.021771479370625
101,Circular acer inox. 60 L.,415605,4573671,"(415605, 4573671)",41.31008885949235,1.9917772980996387
102,Circular txapa pintada gris 60 L.,415363,4573592,"(415363, 4573592)",41.30935200105835,1.9888976760486203
103,Circular txapa pintada gris 60 L.,415207,4573553,"(415207, 4573553)",41.308984369788654,1.9870397632289676
104,Circular txapa pintada gris 60 L.,415223,4573540,"(415223, 4573540)",41.30886896907912,1.9872326869828976
105,Circular txapa pintada gris 60 L.,415225,4573531,"(415225, 4573531)",41.30878812217665,1.9872578303531554
106,Circular txapa pintada gris 60 L.,415273,4573507,"(415273, 4573507)",41.30857701310469,1.9878345071657395
107,Circular txapa pintada gris 60 L.,415325,4573504,"(415325, 4573504)",41.30855545430538,1.9884560342650557
108,Circular txapa pintada gris 60 L.,415517,4573566,"(415517, 4573566)",41.309133980119285,1.9907407500051535
109,Circular txapa pintada gris 60 L.,415891,4573703,"(415891, 4573703)",41.31040693690973,1.995189059707376
110,Circular txapa pintada gris 60 L.,415898,4573684,"(415898, 4573684)",41.310236545899905,1.9952753005641377
111,Circular txapa pintada gris 60 L.,415887,4573680,"(415887, 4573680)",41.310199373417554,1.9951444616331522
112,Circular txapa pintada gris 60 L.,415933,4573691,"(415933, 4573691)",41.310303239088796,1.9956923989374096
113,Circular txapa pintada gris 60 L.,415882,4573658,"(415882, 4573658)",41.31000071198167,1.9950877808223522
114,Semicircular  txapa pintada gris 40 L.,415990,4573671,"(415990, 4573671)",41.31012905055627,1.9963760127621262
115,Circular txapa pintada gris 60 L.,416006,4573666,"(416006, 4573666)",41.310085685017526,1.9965678189177012
116,Circular acer inox. 60 L.,416116,4573633,"(416116, 4573633)",41.30979992196079,1.9978862898649092
117,Circular txapa pintada gris 60 L.,416126,4573638,"(416126, 4573638)",41.30984599372635,1.9980050470344124
118,Circular acer inox. 60 L.,416130,4573656,"(416130, 4573656)",41.31000852436032,1.9980503435040655
119,Circular txapa pintada gris 60 L.,416138,4573643,"(416138, 4573643)",41.30989227331236,1.9981476937503477
120,Circular acer inox. 60 L.,416143,4573699,"(416143, 4573699)",41.31039715001516,1.998199695751488
121,Circular acer inox. 60 L.,416131,4573683,"(416131, 4573683)",41.31025180039223,1.9980585648450007
122,Circular acer inox. 60 L.,416122,4573718,"(416122, 4573718)",41.31056608753199,1.9979462348863033
123,Circular acer inox. 60 L.,416117,4573714,"(416117, 4573714)",41.31052954207287,1.9978870625458727
124,Circular acer inox. 60 L.,416099,4573684,"(416099, 4573684)",41.31025747878561,1.9976761947911383
125,Semicircular  txapa pintada gris 40 L.,416213,4573670,"(416213, 4573670)",41.310143239669,1.9990398258753581
126,Circular txapa pintada gris 60 L.,416246,4573682,"(416246, 4573682)",41.3102547434613,1.9994323496901756
127,Circular txapa pintada gris 60 L.,416224,4573644,"(416224, 4573644)",41.309910216481526,1.9991747994674849
128,Circular txapa pintada gris 60 L.,416230,4573623,"(416230, 4573623)",41.30972170573912,1.9992493601329884
129,Circular txapa pintada gris 60 L.,416258,4573620,"(416258, 4573620)",41.30969759405692,1.9995842237563743
130,Circular txapa pintada gris 60 L.,416183,4573482,"(416183, 4573482)",41.308446924216646,1.9987073922817082
131,Circular acer inox. 60 L.,416171,4573486,"(416171, 4573486)",41.30848170273126,1.9985635078612334
132,Circular txapa pintada gris 60 L.,416170,4573502,"(416170, 4573502)",41.30862570082553,1.9985493581889078
133,Circular acer inox. 60 L.,416188,4573492,"(416188, 4573492)",41.3085375075118,1.998765736443024
134,Circular txapa pintada gris 60 L.,416118,4573473,"(416118, 4573473)",41.30835911017709,1.9979322458649356
135,Circular txapa pintada gris 60 L.,416102,4573476,"(416102, 4573476)",41.308384465321765,1.9977407215284815
136,Circular acer inox. 60 L.,416106,4573462,"(416106, 4573462)",41.30825879210457,1.9977904302123024
137,Circular acer inox. 60 L.,415876,4573376,"(415876, 4573376)",41.307460290974895,1.9950551166289678
138,Circular txapa pintada gris 60 L.,415867,4573342,"(415867, 4573342)",41.3071531358382,1.9949523213032532
139,Circular txapa pintada gris 60 L.,415874,4573316,"(415874, 4573316)",41.30691970028612,1.9950395264358969
140,Circular acer inox. 60 L.,415884,4573325,"(415884, 4573325)",41.307001800406894,1.995157723209044
141,Circular acer inox. 60 L.,415887,4573341,"(415887, 4573341)",41.30714621513008,1.9951913431419805
142,Circular txapa pintada gris 60 L.,415901,4573336,"(415901, 4573336)",41.30710264294944,1.9953592529216444
143,Circular txapa pintada gris 60 L.,415895,4573351,"(415895, 4573351)",41.30723711294822,1.9952855138575762
144,Circular acer inox. 60 L.,415830,4573359,"(415830, 4573359)",41.30730238429912,1.9945080343797768
145,Circular acer inox. 60 L.,415796,4573311,"(415796, 4573311)",41.306866530383125,1.9941085762596689
146,Circular acer inox. 60 L.,415813,4573309,"(415813, 4573309)",41.30685029197062,1.994311903143828
147,Circular acer inox. 60 L.,415821,4573292,"(415821, 4573292)",41.30669801857343,1.9944098087116748
148,Circular acer inox. 60 L.,416663,4568724,"(416663, 4568724)",41.26564407817908,2.005091945784974
149,Circular acer inox. 60 L.,415942,4573316,"(415942, 4573316)",41.30692678886328,1.995851727753
150,Circular acer inox. 60 L.,415832,4573261,"(415832, 4573261)",41.30641996894237,1.9945454831742795
151,Circular txapa pintada gris 60 L.,415867,4573272,"(415867, 4573272)",41.30652269001325,1.9949620032565611
152,Circular txapa pintada gris 60 L.,415879,4573275,"(415879, 4573275)",41.30655096055116,1.9951049171314552
153,Circular txapa pintada gris 60 L.,415897,4573278,"(415897, 4573278)",41.30657985647213,1.9953194955753317
154,Circular txapa pintada gris 60 L.,415933,4573298,"(415933, 4573298)",41.30676373631852,1.995746718196355
155,Circular acer inox. 60 L.,415946,4573298,"(415946, 4573298)",41.30676509097258,1.995901991618791
156,Circular txapa pintada gris 60 L.,416013,4573337,"(416013, 4573337)",41.3071233178995,1.9966968622167913
157,Circular txapa pintada gris 60 L.,416004,4573325,"(416004, 4573325)",41.30701430434314,1.9965910216966234
158,Circular acer inox. 60 L.,416017,4573324,"(416017, 4573324)",41.30700665149143,1.9967464338219314
159,Circular txapa pintada gris 60 L.,416068,4573348,"(416068, 4573348)",41.30722811244034,1.9973522742661485
160,Circular txapa pintada gris 60 L.,416082,4573353,"(416082, 4573353)",41.307274600847656,1.9975188032516977
161,Circular txapa pintada gris 60 L.,416103,4573358,"(416103, 4573358)",41.30732181707137,1.9977689420042388
162,Circular txapa pintada gris 60 L.,416141,4573366,"(416141, 4573366)",41.30739781932773,1.99822171940823
163,Circular txapa pintada gris 60 L.,416148,4573378,"(416148, 4573378)",41.30750662352068,1.9983036747744112
164,Circular txapa pintada gris 60 L.,416137,4573373,"(416137, 4573373)",41.307460448129135,1.9981729773563073
165,Circular txapa pintada gris 60 L.,416140,4573388,"(416140, 4573388)",41.30759585566141,1.99820674204677
166,Circular txapa pintada gris 60 L.,416213,4573411,"(416213, 4573411)",41.3078105880574,1.9990755056429594
167,Circular txapa pintada gris 60 L.,416199,4573405,"(416199, 4573405)",41.3077550955005,1.9989091119245488
168,Circular txapa pintada gris 60 L.,416203,4573398,"(416203, 4573398)",41.30769246638502,1.99895785350321
169,Circular txapa pintada gris 60 L.,416209,4573392,"(416209, 4573392)",41.307639051375105,1.9990303457889174
170,Circular txapa pintada gris 60 L.,416206,4573416,"(416206, 4573416)",41.30785489283681,1.998991206642523
171,Circular txapa pintada gris 60 L.,416215,4573402,"(416215, 4573402)",41.30772973838282,1.9991006340000006
172,Circular txapa pintada gris 60 L.,416249,4573410,"(416249, 4573410)",41.30780532015695,1.9995056386160401
173,Circular txapa pintada gris 60 L.,416270,4573421,"(416270, 4573421)",41.30790657038047,1.999754954958688
174,Circular txapa pintada gris 60 L.,416280,4573427,"(416280, 4573427)",41.3079616465896,1.999873572429986
175,Circular txapa pintada gris 60 L.,416267,4573431,"(416267, 4573431)",41.307996322781996,1.9997177453240391
176,Circular txapa pintada gris 60 L.,416293,4573431,"(416293, 4573431)",41.30799902123328,2.0000282984052737
177,Circular txapa pintada gris 60 L.,416322,4573439,"(416322, 4573439)",41.308074081111876,2.0003735839920664
178,Circular txapa pintada gris 60 L.,416322,4573450,"(416322, 4573450)",41.308173151312054,2.0003720706713817
179,Circular txapa pintada gris 60 L.,416341,4573448,"(416341, 4573448)",41.308157109291706,2.0005992890493354
180,Circular txapa pintada gris 60 L.,416350,4573443,"(416350, 4573443)",41.30811301073182,2.000707476124383
181,Circular txapa pintada gris 60 L.,416082,4573543,"(416082, 4573543)",41.30898581189495,1.9974925891053497
182,Circular txapa pintada gris 60 L.,416086,4573555,"(416086, 4573555)",41.30909430449866,1.9975387115622074
183,Circular txapa pintada gris 60 L.,415931,4573504,"(415931, 4573504)",41.308618840042435,1.995694357819951
184,Circular acer inox. 60 L.,415802,4573349,"(415802, 4573349)",41.3072093985806,1.994174980960564
185,Circular acer inox. 60 L.,415805,4573376,"(415805, 4573376)",41.307452883587956,1.9942070762021944
186,Circular txapa pintada gris 60 L.,415760,4573352,"(415760, 4573352)",41.307232032781116,1.9936729097871773
187,Circular txapa pintada gris 60 L.,415721,4573362,"(415721, 4573362)",41.307318022766935,1.9932057009806219
188,Circular txapa pintada gris 60 L.,415699,4573350,"(415699, 4573350)",41.30720764762055,1.9929445916900888
189,Circular txapa pintada gris 60 L.,415772,4573318,"(415772, 4573318)",41.30692706940857,1.9938209480641351
190,Semicircular  txapa pintada gris 40 L.,415700,4573377,"(415700, 4573377)",41.30745092391445,1.9929527938975622
191,Circular txapa pintada gris 60 L.,416711,4573281,"(416711, 4573281)",41.306691329667,2.00504158167901
192,Circular acer inox. 60 L.,415782,4573381,"(415782, 4573381)",41.307495514497894,1.9939316666599056
193,Circular txapa pintada gris 60 L.,415805,4573388,"(415805, 4573388)",41.307560959977586,1.994205415159757
194,Circular txapa pintada gris 60 L.,415811,4573428,"(415811, 4573428)",41.307921840822786,1.9942715441748455
195,Circular txapa pintada gris 60 L.,415738,4573452,"(415738, 4573452)",41.308130371388245,1.993396284536239
196,Circular acer inox. 60 L.,415680,4573514,"(415680, 4573514)",41.30868270502131,1.9926949171727764
197,Circular acer inox. 60 L.,415571,4573480,"(415571, 4573480)",41.30836508746418,1.9913976923180534
198,Circular acer inox. 60 L.,415595,4573499,"(415595, 4573499)",41.308538719899,1.991681720914575
199,Circular acer inox. 60 L.,415644,4573518,"(415644, 4573518)",41.30871496647111,1.9922643623118812
200,Circular acer inox. 60 L.,415635,4573537,"(415635, 4573537)",41.3088851460267,1.9921542267781718
201,Circular acer inox. 60 L.,415726,4573604,"(415726, 4573604)",41.30949808467686,1.993231891345418
202,Circular acer inox. 60 L.,415751,4573596,"(415751, 4573596)",41.30942864537213,1.9935316145165938
203,Circular acer inox. 60 L.,415767,4573634,"(415767, 4573634)",41.30977255809843,1.9937174650232994
204,Circular acer inox. 60 L.,415797,4573650,"(415797, 4573650)",41.30991979219763,1.9940735893772854
205,Circular acer inox. 60 L.,415816,4573635,"(415816, 4573635)",41.309786679991994,1.9943026145647313
206,Circular txapa pintada gris 60 L.,415866,4573638,"(415866, 4573638)",41.3098189159485,1.9948994324062532
207,Circular txapa pintada gris 60 L.,415886,4573632,"(415886, 4573632)",41.309766963639944,1.9951391555065794
208,Semicircular  txapa pintada gris 40 L.,415824,4573630,"(415824, 4573630)",41.30974248308451,1.9943988638337107
209,Circular txapa pintada gris 60 L.,415871,4573604,"(415871, 4573604)",41.309513221072024,1.9949638588346148
210,Circular txapa pintada gris 60 L.,415979,4573579,"(415979, 4573579)",41.30929931893453,1.9962573305432945
211,Semicircular  txapa pintada gris 40 L.,415679,4573536,"(415679, 4573536)",41.308880740398635,1.992679922727528
212,Circular acer inox. 60 L.,416347,4573551,"(416347, 4573551)",41.30908538886965,2.0006567890294082
213,Circular acer inox. 60 L.,416350,4573564,"(416350, 4573564)",41.30920278294095,2.0006908347181183
214,Circular txapa pintada gris 60 L.,417299,4572487,"(417299, 4572487)",41.29960072623453,2.0121726727220377
215,Circular txapa pintada gris 60 L.,416295,4573569,"(416295, 4573569)",41.309242109232144,2.000033195208553
216,Circular txapa pintada gris 60 L.,416278,4573572,"(416278, 4573572)",41.309267364056105,1.9998297244445509
217,Circular txapa pintada gris 60 L.,416274,4573555,"(416274, 4573555)",41.30911384043632,1.9997842863572877
218,Circular txapa pintada gris 60 L.,416250,4573571,"(416250, 4573571)",41.309255450969815,1.9994954139061552
219,Circular txapa pintada gris 60 L.,416227,4573578,"(416227, 4573578)",41.30931610722812,1.9992197244693468
220,Circular txapa pintada gris 60 L.,416237,4573552,"(416237, 4573552)",41.30908297992685,1.999342751114843
221,Semicircular  txapa pintada gris 40 L.,416186,4573561,"(416186, 4573561)",41.309158739661854,1.9987323391339868
222,Circular txapa pintada gris 60 L.,416189,4573585,"(416189, 4573585)",41.30937520439316,1.9987648655767103
223,Circular txapa pintada gris 60 L.,416134,4573599,"(416134, 4573599)",41.309495577007,1.9981059823572325
224,Circular txapa pintada gris 60 L.,416117,4573594,"(416117, 4573594)",41.3094487774222,1.9979036134956418
225,Circular txapa pintada gris 60 L.,416118,4573603,"(416118, 4573603)",41.30952993877184,1.9979143168274416
226,Circular txapa pintada gris 60 L.,416066,4573606,"(416066, 4573606)",41.309551548575605,1.9972927825637352
227,Circular txapa pintada gris 60 L.,415985,4573620,"(415985, 4573620)",41.309669205009506,1.9963233343247908
228,Circular txapa pintada gris 60 L.,415964,4573626,"(415964, 4573626)",41.30972105561625,1.996071667825261
229,Circular txapa pintada gris 60 L.,415927,4573637,"(415927, 4573637)",41.309816269967264,1.9956281952316897
230,Circular txapa pintada gris 60 L.,415967,4573609,"(415967, 4573609)",41.309568259913426,1.9961098506447645
231,Circular txapa pintada gris 60 L.,415511,4573136,"(415511, 4573136)",41.30526061835216,1.9907288104369592
232,Circular txapa pintada gris 60 L.,415436,4572983,"(415436, 4572983)",41.30387478730987,1.989854292334082
233,Circular txapa pintada gris 60 L.,415461,4573100,"(415461, 4573100)",41.30493115141571,1.9901366225769626
234,Circular txapa pintada gris 60 L.,415645,4573047,"(415645, 4573047)",41.304473074554316,1.992341623554509
235,Circular acer inox. 60 L.,415664,4573037,"(415664, 4573037)",41.30438499732507,1.9925699397625618
236,Circular acer inox. 60 L.,415657,4573024,"(415657, 4573024)",41.30426718277764,1.9924881364573916
237,Circular txapa pintada gris 60 L.,415641,4573028,"(415641, 4573028)",41.3043015353584,1.9922964835325674
238,Circular txapa pintada gris 60 L.,415596,4572957,"(415596, 4572957)",41.3036573767874,1.9917688699531686
239,Circular txapa pintada gris 60 L.,415581,4572950,"(415581, 4572950)",41.30359276281709,1.9915906883753756
240,Circular txapa pintada gris 60 L.,415598,4572936,"(415598, 4572936)",41.30346845235044,1.991795670399172
241,Circular acer inox. 60 L.,415586,4572931,"(415586, 4572931)",41.30342216505106,1.991653042244148
242,Circular txapa pintada gris 60 L.,415624,4572984,"(415624, 4572984)",41.30390347749848,1.9920995440744687
243,Circular txapa pintada gris 60 L.,415689,4573066,"(415689, 4573066)",41.304648794998165,1.9928645122543172
244,Circular txapa pintada gris 60 L.,415752,4573079,"(415752, 4573079)",41.30477245926648,1.9936151659253185
245,Circular acer inox. 60 L.,415786,4573068,"(415786, 4573068)",41.30467693907994,1.994022775800077
246,Circular acer inox. 60 L.,415783,4573040,"(415783, 4573040)",41.3044244475584,1.993990820835163
247,Circular txapa pintada gris 60 L.,415796,4573025,"(415796, 4573025)",41.30429070895976,1.9941481648199562
248,Circular acer inox. 60 L.,415737,4573115,"(415737, 4573115)",41.30509512192509,1.9934310233606933
249,Circular acer inox. 60 L.,415759,4573139,"(415759, 4573139)",41.30531357233634,1.9936904633745072
250,Circular acer inox. 60 L.,415759,4573139,"(415759, 4573139)",41.30531357233634,1.9936904633745072
251,Circular acer inox. 60 L.,415752,4573157,"(415752, 4573157)",41.30547495596209,1.993604363651858
252,Circular acer inox. 60 L.,415748,4573175,"(415748, 4573175)",41.3056366528319,1.993554095183497
253,Circular acer inox. 60 L.,415732,4573180,"(415732, 4573180)",41.30568001350671,1.9933623002303704
254,Circular acer inox. 60 L.,415734,4573206,"(415734, 4573206)",41.305914387940526,1.993382586386139
255,Circular txapa pintada gris 60 L.,415728,4573236,"(415728, 4573236)",41.306183952151834,1.9933067666173319
256,Circular txapa pintada gris 60 L.,415734,4573257,"(415734, 4573257)",41.306373712588794,1.993375521488868
257,Circular txapa pintada gris 60 L.,415613,4573186,"(415613, 4573186)",41.30572161247814,1.991940143939001
258,Circular txapa pintada gris 60 L.,415611,4573193,"(415611, 4573193)",41.30578444780108,1.9919152850414912
259,Circular acer inox. 60 L.,415641,4573188,"(415641, 4573188)",41.30574255365996,1.9922742959453157
260,Tramontana C23F 45L.,415620,4573204,"(415620, 4573204)",41.30588445920679,1.9920212544514235
261,Circular txapa pintada gris 60 L.,415531,4573162,"(415531, 4573162)",41.30549687806408,1.9909640765266041
262,Circular acer inox. 60 L.,415546,4573158,"(415546, 4573158)",41.30546242307044,1.9911437897648927
263,Circular txapa pintada gris 60 L.,415695,4573086,"(415695, 4573086)",41.304829549349925,1.9929334028967016
264,Circular acer inox. 60 L.,415762,4572956,"(415762, 4572956)",41.30366572002669,1.9937516348629682
